header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,StartMSE(training),performance(training),MaxSELabel,MinLabel
Datasets\Uci_muskv1.csv,0.108333333333333,0.23650491359374,0.884049773755656,0.8958029728942,0.914893617021277,0.889887567392738,0.868686868686869,2,0,0.118973760936756,0,1
Datasets\Uci_muskv1.csv,0.0916666666666667,0.221533414886122,0.905542986425339,0.907502131287298,0.901960784313726,0.906521500347473,0.893203883495146,3,0.228573841672985,0.100939933775322,0,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.226094474877391,0.890837104072398,0.889186144747958,0.867924528301887,0.890010858783467,0.876190476190476,4,0.207337480726484,0.0799972018870328,1,1
Datasets\Uci_muskv1.csv,0.1,0.232878103001196,0.898190045248869,0.898190045248869,0.884615384615385,0.898190045248869,0.884615384615385,5,0.1639071047071,0.0691205024556977,1,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.232685516693985,0.917420814479638,0.914141414141414,0.888888888888889,0.915778178437966,0.905660377358491,6,0.149585094553039,0.0621495529741144,0,1
Datasets\Uci_muskv1.csv,0.075,0.245688841536416,0.922511312217195,0.924552429667519,0.92156862745098,0.923530743163074,0.912621359223301,7,0.131679111390632,0.0568258045227232,1,1
Datasets\Uci_muskv1.csv,0.075,0.237470223982407,0.922511312217195,0.924552429667519,0.92156862745098,0.923530743163074,0.912621359223301,8,0.117705607909753,0.0514105198093509,0,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.239259516605463,0.91289592760181,0.917142857142857,0.92,0.915014464495756,0.901960784313726,9,0.114228918718724,0.0458508875125198,1,1
Datasets\Uci_muskv1.csv,0.1,0.245111033201584,0.898190045248869,0.898190045248869,0.884615384615385,0.898190045248869,0.884615384615385,10,0.103106265483812,0.0382991038390519,1,1
Datasets\Uci_muskv1.csv,0.1,0.240754053588594,0.895927601809955,0.9,0.9,0.897959183673469,0.882352941176471,11,0.0780116541897047,0.0318891854921768,0,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.237452551356662,0.91289592760181,0.917142857142857,0.92,0.915014464495756,0.901960784313726,12,0.0759555555555853,0.0263123293202234,0,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.311931581620642,0.915158371040724,0.915158371040724,0.903846153846154,0.915158371040724,0.903846153846154,13,0.0600215938434062,0.0208913064526257,0,1
Datasets\Uci_muskv1.csv,0.1,0.341441854376775,0.893665158371041,0.902777777777778,0.916666666666667,0.898198355781004,0.88,14,0.0426567592045721,0.017014276835121,1,1
Datasets\Uci_muskv1.csv,0.1,0.327611560930072,0.893665158371041,0.902777777777778,0.916666666666667,0.898198355781004,0.88,15,0.0324338057991198,0.0136802733504517,0,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.367034673094459,0.884049773755656,0.8958029728942,0.914893617021277,0.889887567392738,0.868686868686869,16,0.0270145912244423,0.011398452880185,0,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.428418495548165,0.910633484162896,0.920138888888889,0.9375,0.915361510405492,0.9,17,0.0280463503200599,0.0102414581766365,0,1
Datasets\Uci_muskv1.csv,0.0833333333333333,0.496378583989421,0.908371040723982,0.924206815511163,0.956521739130435,0.916220507623934,0.897959183673469,18,0.0285013848973471,0.00882472883504095,1,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.547856500154884,0.884049773755656,0.8958029728942,0.914893617021277,0.889887567392738,0.868686868686869,19,0.0330267606150297,0.00824512794924681,0,1
Datasets\Uci_muskv1.csv,0.116666666666667,0.641474998254137,0.874434389140271,0.888954171562867,0.91304347826087,0.881634502238481,0.857142857142857,20,0.0241068887078714,0.0072670250157971,1,1
Datasets\Uci_muskv1.csv,0.2,0.320481039532712,0.785067873303168,0.807692307692308,0.833333333333333,0.796219405594406,0.74468085106383,2,0,0.103026725707916,1,1
Datasets\Uci_muskv1.csv,0.141666666666667,0.305943617517562,0.850113122171946,0.860827747012533,0.872340425531915,0.855436884868943,0.828282828282828,3,0.228064847011171,0.0853686833175141,1,1
Datasets\Uci_muskv1.csv,0.175,0.331921434468647,0.816176470588235,0.825852521130866,0.829787234042553,0.820985986632681,0.787878787878788,4,0.195352906492535,0.0747052629032426,0,1
Datasets\Uci_muskv1.csv,0.191666666666667,0.549374877154518,0.803733031674208,0.805200341005968,0.784313725490196,0.804466017264316,0.776699029126214,5,0.14331570875991,0.0620409128380123,0,1
Datasets\Uci_muskv1.csv,0.183333333333333,0.403526584462298,0.813348416289593,0.813348416289593,0.788461538461538,0.813348416289593,0.788461538461538,6,0.12938823216951,0.0542469840518193,1,1
Datasets\Uci_muskv1.csv,0.183333333333333,0.511686515211153,0.813348416289593,0.813348416289593,0.788461538461538,0.813348416289593,0.788461538461538,7,0.128319877906234,0.0491668801946986,1,1
Datasets\Uci_muskv1.csv,0.158333333333333,0.389697122639349,0.837669683257919,0.839300937766411,0.823529411764706,0.83848451711983,0.815533980582524,8,0.113203704832543,0.0446778604122523,1,1
Datasets\Uci_muskv1.csv,0.15,0.290691489634306,0.845022624434389,0.848571428571429,0.84,0.846793308371406,0.823529411764706,9,0.12761528979615,0.0371289244068223,1,1
Datasets\Uci_muskv1.csv,0.133333333333333,0.301219784191191,0.861990950226244,0.865714285714286,0.86,0.863848605935437,0.843137254901961,10,0.0744889816653685,0.0313660241966146,0,1
Datasets\Uci_muskv1.csv,0.141666666666667,0.287001993610129,0.854638009049774,0.856351236146633,0.843137254901961,0.855493764864265,0.83495145631068,11,0.0739226449201406,0.0282195115460455,1,1
Datasets\Uci_muskv1.csv,0.158333333333333,0.291975146644754,0.833144796380091,0.843340134071699,0.851063829787234,0.838211464377406,0.808080808080808,12,0.0646364144979902,0.024545547271837,1,1
Datasets\Uci_muskv1.csv,0.15,0.287650712972504,0.840497737556561,0.853701527614571,0.869565217391304,0.847048180529282,0.816326530612245,13,0.0600091579607035,0.0214502226931734,1,1
Datasets\Uci_muskv1.csv,0.15,0.28775200156053,0.840497737556561,0.853701527614571,0.869565217391304,0.847048180529282,0.816326530612245,14,0.0544417673771533,0.0187497234734951,1,1
Datasets\Uci_muskv1.csv,0.125,0.273447347453395,0.869343891402715,0.875395228513941,0.877551020408163,0.872359065930764,0.851485148514851,15,0.0686272816449575,0.0173459447553614,1,1
Datasets\Uci_muskv1.csv,0.133333333333333,0.251243823295114,0.85972850678733,0.868055555555556,0.875,0.863871965081386,0.84,16,0.0676392952331956,0.015401297354929,0,1
Datasets\Uci_muskv1.csv,0.125,0.258417305279433,0.869343891402715,0.875395228513941,0.877551020408163,0.872359065930764,0.851485148514851,17,0.0567638316184241,0.0133697606209445,1,1
Datasets\Uci_muskv1.csv,0.125,0.253768389841135,0.869343891402715,0.875395228513941,0.877551020408163,0.872359065930764,0.851485148514851,18,0.0431106600278701,0.0111205752671593,0,1
Datasets\Uci_muskv1.csv,0.125,0.263395132323625,0.869343891402715,0.875395228513941,0.877551020408163,0.872359065930764,0.851485148514851,19,0.0480295765402802,0.0105827228444058,1,1
Datasets\Uci_muskv1.csv,0.1,0.246326658293316,0.891402714932127,0.906580493537015,0.934782608695652,0.898927542189304,0.877551020408163,20,0.0480975536184377,0.00866515587900619,0,1
Datasets\Uci_muskv1.csv,0.175,0.300245009936756,0.818438914027149,0.823656223052601,0.816326530612245,0.821039280252293,0.792079207920792,2,0,0.111003714568095,1,1
Datasets\Uci_muskv1.csv,0.141666666666667,0.256733328542331,0.854638009049774,0.856351236146633,0.843137254901961,0.855493764864265,0.83495145631068,3,0.234809604698473,0.0878209879740269,1,1
Datasets\Uci_muskv1.csv,0.141666666666667,0.255061734670375,0.856900452488688,0.855392847085328,0.830188679245283,0.856145986094038,0.838095238095238,4,0.190221949885896,0.0701509605010837,1,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.238241294754565,0.888574660633484,0.890451832907076,0.882352941176471,0.889512256403988,0.87378640776699,5,0.208536567461757,0.0506336107861067,1,1
Datasets\Uci_muskv1.csv,0.1,0.229314736589187,0.893665158371041,0.902777777777778,0.916666666666667,0.898198355781004,0.88,6,0.198736078282297,0.046963900202298,0,1
Datasets\Uci_muskv1.csv,0.116666666666667,0.259211322120462,0.876696832579186,0.885416666666667,0.895833333333333,0.881035174535241,0.86,7,0.215898841483705,0.048068291853035,1,1
Datasets\Uci_muskv1.csv,0.133333333333333,0.285453934766448,0.85972850678733,0.868055555555556,0.875,0.863871965081386,0.84,8,0.265357329425028,0.0442344490756189,0,1
Datasets\Uci_muskv1.csv,0.125,0.258975114804268,0.867081447963801,0.878315359953366,0.893617021276596,0.872662251498004,0.848484848484849,9,0.268325267736249,0.0456002152975251,0,1
Datasets\Uci_muskv1.csv,0.125,0.253130636531501,0.864819004524887,0.882222222222222,0.911111111111111,0.873433931965702,0.845360824742268,10,0.244178622680434,0.0424867833404025,1,1
Datasets\Uci_muskv1.csv,0.1,0.212451487555703,0.891402714932127,0.906580493537015,0.934782608695652,0.898927542189304,0.877551020408163,11,0.102087976748306,0.0312280553887488,1,1
Datasets\Uci_muskv1.csv,0.0916666666666667,0.245591406973921,0.901018099547511,0.913290585835034,0.936170212765957,0.907112835443666,0.888888888888889,12,0.179731106956177,0.030738809038848,1,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.259810737644521,0.881787330316742,0.9,0.933333333333333,0.890800584089899,0.865979381443299,13,0.215996558311197,0.0343609231982595,0,1
Datasets\Uci_muskv1.csv,0.133333333333333,0.268757225659562,0.855203619909502,0.875598086124402,0.909090909090909,0.865280696487541,0.833333333333333,14,0.182122897018058,0.0327118382000346,0,1
Datasets\Uci_muskv1.csv,0.125,0.298172516670787,0.869343891402715,0.875395228513941,0.877551020408163,0.872359065930764,0.851485148514851,15,0.168139173330755,0.0288531118438271,1,1
Datasets\Uci_muskv1.csv,0.116666666666667,0.240174721051071,0.8789592760181,0.882857142857143,0.88,0.88090389759056,0.862745098039216,16,0.114500104118833,0.0272312861027362,1,1
Datasets\Uci_muskv1.csv,0.116666666666667,0.303334311704068,0.874434389140271,0.888954171562867,0.91304347826087,0.881634502238481,0.857142857142857,17,0.129097387901117,0.0239407224117631,0,1
Datasets\Uci_muskv1.csv,0.116666666666667,0.307912688217559,0.881221719457014,0.881221719457014,0.865384615384615,0.881221719457014,0.865384615384615,18,0.0886713242972184,0.0169007105914927,1,1
Datasets\Uci_muskv1.csv,0.1,0.312562624492323,0.895927601809955,0.9,0.9,0.897959183673469,0.882352941176471,19,0.0504803690403543,0.0140218514103253,1,1
Datasets\Uci_muskv1.csv,0.108333333333333,0.453070912754907,0.884049773755656,0.8958029728942,0.914893617021277,0.889887567392738,0.868686868686869,20,0.102717066561344,0.0140138157460328,0,1
Datasets\Uci_muskv1.csv,0.175,0.291732585883165,0.832013574660633,0.82620172270075,0.754098360655738,0.829097463747753,0.814159292035398,2,0,0.108048806137298,1,1
Datasets\Uci_muskv1.csv,0.183333333333333,0.297720276382306,0.824660633484163,0.819243604004449,0.741935483870968,0.821943193586832,0.807017543859649,3,0.233675035178757,0.0885673787452216,0,1
Datasets\Uci_muskv1.csv,0.191666666666667,0.273311793268723,0.81052036199095,0.805764411027569,0.754385964912281,0.808135389267825,0.788990825688073,4,0.279025648708002,0.0755993662768294,1,1
Datasets\Uci_muskv1.csv,0.175,0.265589579256254,0.825226244343891,0.821678321678322,0.781818181818182,0.823448461370345,0.803738317757009,5,0.259414818204493,0.0738311419386414,1,1
Datasets\Uci_muskv1.csv,0.158333333333333,0.269942092499216,0.837669683257919,0.839300937766411,0.823529411764706,0.83848451711983,0.815533980582524,6,0.176531850153799,0.0647766599136037,1,1
Datasets\Uci_muskv1.csv,0.166666666666667,0.265708006615847,0.830316742081448,0.830316742081448,0.807692307692308,0.830316742081448,0.807692307692308,7,0.171859006263752,0.0553084664969238,0,1
Datasets\Uci_muskv1.csv,0.166666666666667,0.270228847116151,0.830316742081448,0.830316742081448,0.807692307692308,0.830316742081448,0.807692307692308,8,0.152540797354806,0.0496906215453176,1,1
