header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Climate.csv,0.0588235294117647,0.101281157934283,0.741935483870968,0.8515625,0.75,0.792978016764194,0.6,2,0.017215751175748,0,0
Datasets\Climate.csv,0.0735294117647059,0.114850816275384,0.696236559139785,0.78515625,0.625,0.738027729734328,0.5,3,0.0111163402289457,0,0
Datasets\Climate.csv,0.0588235294117647,14.6097595930091,0.704301075268817,0.88974358974359,0.833333333333333,0.786235644112356,0.555555555555556,4,0.00646962357892221,0,0
Datasets\Climate.csv,0.0955882352941176,720733.52676825,0.608870967741935,0.679401993355482,0.428571428571429,0.642205746253912,0.315789473684211,5,0.00563203955078529,0,0
Datasets\Climate.csv,0.0735294117647059,0.264321111752904,0.620967741935484,0.840909090909091,0.75,0.714393179538616,0.375,6,0.00315610124447527,0,0
Datasets\Climate.csv,0.0882352941176471,7.59829269443493,0.650537634408602,0.71875,0.5,0.682944785276074,0.4,7,0.00199753695330156,0,0
Datasets\Climate.csv,0.0808823529411765,0.197215095764938,0.654569892473118,0.754706533776301,0.571428571428571,0.701080590665158,0.421052631578947,8,0.0120293634920083,0,0
Datasets\Climate.csv,0.0661764705882353,0.260376213053636,0.700268817204301,0.830011074197121,0.714285714285714,0.75963995405076,0.526315789473684,9,0.000757986137868266,1,0
Datasets\Climate.csv,0.0661764705882353,0.273247108410611,0.700268817204301,0.830011074197121,0.714285714285714,0.75963995405076,0.526315789473684,10,0.000934280345250516,1,0
Datasets\Climate.csv,0.0661764705882353,2.98597174218288,0.737903225806452,0.809711286089239,0.666666666666667,0.772141338019982,0.571428571428572,11,0.00185992399628224,1,0
Datasets\Climate.csv,0.0882352941176471,34.7334835984967,0.650537634408602,0.71875,0.5,0.682944785276074,0.4,12,0.000172243875984746,1,0
Datasets\Climate.csv,0.0955882352941176,0.64664520472915,0.646505376344086,0.690726159230096,0.444444444444444,0.667884601348434,0.380952380952381,13,0.000560526292089995,0,0
Datasets\Climate.csv,0.0955882352941176,22.3867048933802,0.608870967741935,0.679401993355482,0.428571428571429,0.642205746253912,0.315789473684211,14,0.00281159802352641,0,0
Datasets\Climate.csv,0.110294117647059,1707011972.62885,0.600806451612903,0.631233595800525,0.333333333333333,0.61564430089423,0.285714285714286,15,0.00110400972832314,1,0
Datasets\Climate.csv,0.0882352941176471,2.18288789514749,0.575268817204301,0.712121212121212,0.5,0.636421159200202,0.25,16,0.00214556505925813,0,0
Datasets\Climate.csv,0.0808823529411765,0.175983115988135,0.616935483870968,0.765648854961832,0.6,0.683294224509878,0.352941176470588,17,0.00814802335261612,0,0
Datasets\Climate.csv,0.117647058823529,1049994.82333294,0.634408602150538,0.634408602150538,0.333333333333333,0.634408602150538,0.333333333333333,18,0.0062939719043736,0,0
Datasets\Climate.csv,0.110294117647059,0.750287446556142,0.600806451612903,0.631233595800525,0.333333333333333,0.61564430089423,0.285714285714286,19,0.00131319828192928,1,0
Datasets\Climate.csv,0.110294117647059,36.0019263308666,0.600806451612903,0.631233595800525,0.333333333333333,0.61564430089423,0.285714285714286,20,0.00175790364098404,0,0
Datasets\Climate.csv,0.0441176470588235,0.0707000692851369,0.825268817204301,0.884126984126984,0.8,0.853684594147983,0.727272727272727,2,0.0217959086488206,0,0
Datasets\Climate.csv,0.0367647058823529,0.0785717618791817,0.829301075268817,0.928696412948381,0.888888888888889,0.876188889936836,0.761904761904762,3,0.0129081459242916,0,0
Datasets\Climate.csv,0.0735294117647059,0.0985795273541068,0.733870967741935,0.776190476190476,0.6,0.754437719342862,0.545454545454545,4,0.0121734254078206,0,0
Datasets\Climate.csv,0.0882352941176471,1576556.1868665,0.763440860215054,0.729508196721312,0.5,0.746088907255446,0.538461538461538,5,0.00766664300949774,0,0
Datasets\Climate.csv,0.0882352941176471,0.221300639802875,0.575268817204301,0.712121212121212,0.5,0.636421159200202,0.25,6,0.0180549655160955,0,0
Datasets\Climate.csv,0.0588235294117647,0.09897009447659,0.779569892473118,0.83015873015873,0.7,0.804069385245032,0.636363636363636,7,0.00457147035203168,0,0
Datasets\Climate.csv,0.0661764705882353,551.034821359824,0.700268817204301,0.830011074197121,0.714285714285714,0.75963995405076,0.526315789473684,8,0.00363093791419467,0,0
Datasets\Climate.csv,0.0808823529411765,26.0032223319841,0.616935483870968,0.765648854961832,0.6,0.683294224509878,0.352941176470588,9,0.0047286129864174,0,0
