header
00:00:56.7741640
00:01:22.2747569
00:01:53.1596569
00:02:39.6030154
00:03:25.5055089
00:03:54.4416723
00:04:53.5966701
00:04:54.5397167
00:06:26.6484531
00:06:27.0367006
00:07:17.4789041
00:07:50.7892449
00:08:37.2754279
00:09:35.5564224
00:10:51.9525068
00:11:19.3071923
00:12:31.5060324
00:13:01.7181332
00:14:39.7998859
