header
00:00:06.4291720
00:00:09.8803143
00:00:11.9560367
00:00:15.0485535
00:00:18.0686057
00:00:21.8276819
00:00:26.0404572
00:00:32.1958210
00:00:35.6219434
00:00:40.6958162
00:00:44.2526881
00:00:50.2023699
00:00:53.5634591
00:00:59.2171544
00:01:04.7028699
00:01:07.8638668
00:01:13.1303155
00:01:21.1259001
00:01:24.7306682
