header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Uci_parkinsons.csv,0.102040816326531,0.16727885594403,0.876126126126126,0.856837606837607,0.769230769230769,0.866374522349596,0.8,2,0.0904622240802968,0,0
Datasets\Uci_parkinsons.csv,0.122448979591837,0.289417102261315,0.890765765765766,0.828598484848485,0.6875,0.858558230002431,0.785714285714286,3,0.0601314071665043,1,0
Datasets\Uci_parkinsons.csv,0.0816326530612245,0.11821465261243,0.917792792792793,0.878571428571429,0.785714285714286,0.897753935985384,0.846153846153846,4,0.0160192156821541,1,0
Datasets\Uci_parkinsons.csv,0.0816326530612245,0.185043451499107,0.917792792792793,0.878571428571429,0.785714285714286,0.897753935985384,0.846153846153846,5,0.0327653554127574,0,0
Datasets\Uci_parkinsons.csv,0.224489795918367,0.298525715635032,0.738738738738739,0.707843137254902,0.533333333333333,0.722961009146304,0.592592592592593,6,0.0210576925926843,0,0
Datasets\Uci_parkinsons.csv,0.142857142857143,0.23187385712006,0.820945945945946,0.80448717948718,0.692307692307692,0.812633233852057,0.72,7,0.0370360546790198,0,0
Datasets\Uci_parkinsons.csv,0.102040816326531,0.19768704683383,0.81981981981982,0.894444444444444,0.888888888888889,0.855507868383405,0.761904761904762,8,0.0180354350173425,0,0
Datasets\Uci_parkinsons.csv,0.163265306122449,0.413518266699727,0.863738738738739,0.789426523297491,0.611111111111111,0.824912409204663,0.733333333333333,9,0.0257727158866218,1,0
Datasets\Uci_parkinsons.csv,0.122448979591837,0.296646334763826,0.890765765765766,0.828598484848485,0.6875,0.858558230002431,0.785714285714286,10,0.0278521350511475,1,0
Datasets\Uci_parkinsons.csv,0.142857142857143,0.347155728581284,0.820945945945946,0.80448717948718,0.692307692307692,0.812633233852057,0.72,11,0.0193652187485026,1,0
Datasets\Uci_parkinsons.csv,0.102040816326531,0.291188622818647,0.876126126126126,0.856837606837607,0.769230769230769,0.866374522349596,0.8,12,0.0151248689145134,1,0
Datasets\Uci_parkinsons.csv,0.183673469387755,0.462914671152241,0.850225225225225,0.77280701754386,0.578947368421053,0.809669707393909,0.709677419354839,13,0.0155924538383305,1,0
Datasets\Uci_parkinsons.csv,0.142857142857143,0.374540808883713,0.849099099099099,0.803921568627451,0.666666666666667,0.825892976409928,0.740740740740741,14,0.0181846843260633,1,0
Datasets\Uci_parkinsons.csv,0.142857142857143,2.9883325379378,0.877252252252252,0.807904411764706,0.647058823529412,0.84115142521608,0.758620689655172,15,0.0207293169684821,1,0
Datasets\Uci_parkinsons.csv,0.122448979591837,0.444189310766455,0.890765765765766,0.828598484848485,0.6875,0.858558230002431,0.785714285714286,16,0.0116391602082214,1,0
Datasets\Uci_parkinsons.csv,0.183673469387755,0.855613732781886,0.850225225225225,0.77280701754386,0.578947368421053,0.809669707393909,0.709677419354839,17,0.0200303222175326,1,0
