header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\HillValley.csv,0.483552631578947,0.495469947252118,0.516447368421053,0.682780182780183,0.508417508417508,0.58807859818374,0.67260579064588,2,0.246035157192122,0,0
Datasets\HillValley.csv,0.299342105263158,0.460638803154951,0.700657894736842,0.765232564792036,0.634361233480176,0.731522924303062,0.759894459102902,3,0.178265422531767,0,0
Datasets\HillValley.csv,0.286184210526316,0.450316058942504,0.713815789473684,0.782624864122661,0.643171806167401,0.746638343328708,0.770448548812665,4,0.175706226176985,0,0
Datasets\HillValley.csv,0.292763157894737,0.45685772811114,0.707236842105263,0.773928714457349,0.638766519823789,0.739081323626855,0.765171503957784,5,0.173298004003786,1,0
Datasets\HillValley.csv,0.315789473684211,0.442472149546873,0.684210526315789,0.733794770380136,0.626126126126126,0.708135727305721,0.74331550802139,6,0.176219172498751,0,0
Datasets\HillValley.csv,0.332236842105263,0.617773394680754,0.667763157894737,0.729852339441381,0.61038961038961,0.697428590211216,0.736292428198433,7,0.177408011456046,0,0
Datasets\HillValley.csv,0.309210526315789,0.448625470860724,0.690789473684211,0.758989424206816,0.626086956521739,0.723285330807895,0.753926701570681,8,0.177255029793078,1,0
Datasets\HillValley.csv,0.3125,0.46501968692613,0.6875,0.756893791140366,0.623376623376623,0.720529933873737,0.751958224543081,9,0.177671863520085,1,0
Datasets\HillValley.csv,0.3125,0.507469095189238,0.6875,0.752227074235808,0.624454148471616,0.718408541162733,0.750656167979003,10,0.173283108306339,0,0
Datasets\HillValley.csv,0.345394736842105,0.597625220324115,0.654605263157895,0.715922142295835,0.600858369098712,0.68389205570534,0.727272727272727,11,0.182581375206943,0,0
Datasets\HillValley.csv,0.322368421052632,0.501955477017652,0.677631578947368,0.732811436351259,0.619469026548673,0.704142124565386,0.740740740740741,12,0.179391519544875,0,0
Datasets\HillValley.csv,0.299342105263158,0.511579109404089,0.700657894736842,0.756657255162487,0.63677130044843,0.727581648315574,0.757333333333333,13,0.17395112557792,1,0
Datasets\HillValley.csv,0.315789473684211,0.537655706874092,0.684210526315789,0.741434082142047,0.623893805309734,0.711673863964783,0.746031746031746,14,0.175598945791427,1,0
Datasets\HillValley.csv,0.322368421052632,0.534456888648423,0.677631578947368,0.732811436351259,0.619469026548673,0.704142124565386,0.740740740740741,15,0.176809165545357,0,0
Datasets\HillValley.csv,0.309210526315789,0.45470065458419,0.690789473684211,0.754385964912281,0.62719298245614,0.72118840348215,0.752631578947368,16,0.171305592962736,0,0
Datasets\HillValley.csv,0.345394736842105,0.615017886699945,0.654605263157895,0.707976710334789,0.602620087336245,0.680245724358768,0.724409448818898,17,0.176343978777649,0,0
Datasets\HillValley.csv,0.322368421052632,0.910172159723482,0.677631578947368,0.741128084606345,0.617391304347826,0.707958940580669,0.743455497382199,18,0.181755260818417,0,0
Datasets\HillValley.csv,0.332236842105263,0.527030081566066,0.667763157894737,0.714582295299784,0.614349775784753,0.690379859798919,0.730666666666667,19,0.175731654894435,0,0
Datasets\HillValley.csv,0.299342105263158,0.593886464915568,0.700657894736842,0.756657255162487,0.63677130044843,0.727581648315574,0.757333333333333,20,0.174197488328096,0,0
Datasets\HillValley.csv,0.5,0.500129835585522,0.5,0.25,0.5,0.333333333333333,0.666666666666667,2,0.244733377731165,1,0
Datasets\HillValley.csv,0.236842105263158,0.410916142157403,0.763157894736842,0.811730926989336,0.688679245283019,0.78669536133348,0.802197802197802,3,0.183091477662852,1,0
Datasets\HillValley.csv,0.282894736842105,0.407582613796277,0.717105263157895,0.763888888888889,0.652777777777778,0.739758144126357,0.766304347826087,4,0.178727962577068,1,0
Datasets\HillValley.csv,0.286184210526316,0.413268554873392,0.713815789473684,0.754862508383635,0.652582159624413,0.733765560711373,0.761643835616438,5,0.1754414477871,1,0
Datasets\HillValley.csv,0.276315789473684,0.681334008287651,0.723684210526316,0.768328141225338,0.658878504672897,0.745338258969536,0.770491803278689,6,0.193891077061488,1,0
Datasets\HillValley.csv,0.299342105263158,0.484677501871147,0.700657894736842,0.760815752461322,0.886075949367089,0.729498700745161,0.606060606060606,7,0.195134158086283,1,0
Datasets\HillValley.csv,0.282894736842105,0.447503717617327,0.717105263157895,0.763888888888889,0.652777777777778,0.739758144126357,0.766304347826087,8,0.184004337714743,0,0
Datasets\HillValley.csv,0.289473684210526,0.502330238974882,0.710526315789474,0.755892255892256,0.648148148148148,0.732507552870091,0.760869565217391,9,0.179893532880502,1,0
Datasets\HillValley.csv,0.286184210526316,0.485480979038088,0.713815789473684,0.751745400805178,0.654028436018957,0.732289774481344,0.760330578512397,10,0.173361814949817,0,0
Datasets\HillValley.csv,0.296052631578947,0.97170703483633,0.703947368421053,0.747895622895623,0.643518518518518,0.72525632418907,0.755434782608696,11,0.173366721389202,1,0
Datasets\HillValley.csv,0.305921052631579,0.499033698793249,0.694078947368421,0.734334988241442,0.637209302325581,0.713639713178534,0.746594005449591,12,0.173692532314707,0,0
Datasets\HillValley.csv,0.302631578947368,0.577575022691375,0.697368421052632,0.725876758470378,0.645631067961165,0.71133707138631,0.743016759776536,13,0.172205911917197,1,0
Datasets\HillValley.csv,0.302631578947368,0.592626860527852,0.697368421052632,0.733798195242002,0.641509433962264,0.715119655476699,0.747252747252747,14,0.172077334303432,1,0
Datasets\HillValley.csv,0.289473684210526,0.471519234288389,0.710526315789474,0.752544132917965,0.649532710280374,0.73093187098895,0.759562841530055,15,0.173035379604599,0,0
Datasets\HillValley.csv,0.299342105263158,0.68107584370684,0.700657894736842,0.733492822966507,0.645933014354067,0.716699480466461,0.74792243767313,16,0.175254766358427,1,0
Datasets\HillValley.csv,0.335526315789474,0.882853877126096,0.664473684210526,0.702688286750587,0.614678899082569,0.68304690251222,0.724324324324324,17,0.18018804982272,0,0
Datasets\HillValley.csv,0.338815789473684,1.19195591728724,0.661184210526316,0.681631956299078,0.620689655172414,0.671252399292444,0.709859154929578,18,0.17951702679502,0,0
Datasets\HillValley.csv,0.286184210526316,0.528841110748784,0.713815789473684,0.758165665011759,0.651162790697674,0.735322610312902,0.762942779291553,19,0.174940692848148,1,0
Datasets\HillValley.csv,0.335526315789474,0.837326353633876,0.664473684210526,0.688230632058649,0.621359223300971,0.676143541748778,0.715083798882682,20,0.17562291192604,1,0
Datasets\HillValley.csv,0.480263157894737,0.494882297259543,0.519736842105263,0.692567567567568,0.510135135135135,0.593832502200059,0.674107142857143,2,0.245369082633965,0,0
Datasets\HillValley.csv,0.299342105263158,0.420362483443296,0.700657894736842,0.765232564792036,0.634361233480176,0.731522924303062,0.759894459102902,3,0.19031849510826,0,0
Datasets\HillValley.csv,0.289473684210526,0.390507864434516,0.710526315789474,0.780701754385965,0.640350877192982,0.743962848297214,0.768421052631579,4,0.176245664095557,0,0
Datasets\HillValley.csv,0.325657894736842,0.427231198439593,0.674342105263158,0.7345269286754,0.615720524017467,0.703149013177973,0.740157480314961,5,0.187530267358812,1,0
Datasets\HillValley.csv,0.269736842105263,0.419043237544872,0.730263157894737,0.787878787878788,0.659090909090909,0.757977675640184,0.779569892473118,6,0.172835394990337,0,0
Datasets\HillValley.csv,0.322368421052632,0.446520521139231,0.677631578947368,0.736842105263158,0.618421052631579,0.705997552019584,0.742105263157895,7,0.181562615730038,0,0
Datasets\HillValley.csv,0.391447368421053,0.592370963904397,0.608552631578947,0.641097046413502,0.573333333333333,0.624401064655473,0.684350132625995,8,0.201473736408851,1,0
Datasets\HillValley.csv,0.3125,0.458207307542784,0.6875,0.736166384997002,0.6289592760181,0.711001390521003,0.745308310991957,9,0.17379685533519,1,0
Datasets\HillValley.csv,0.325657894736842,0.441099430239752,0.674342105263158,0.722997287272325,0.618834080717489,0.697822612606824,0.736,10,0.177545659005195,1,0
Datasets\HillValley.csv,0.332236842105263,0.711738549211208,0.667763157894737,0.725676855895196,0.611353711790393,0.695516511809819,0.73490813648294,11,0.183770277622368,1,0
Datasets\HillValley.csv,0.348684210526316,0.592797028573416,0.651315789473684,0.695089285714286,0.602678571428571,0.672490969059212,0.718085106382979,12,0.180612751660364,0,0
Datasets\HillValley.csv,0.325657894736842,0.710563367118639,0.674342105263158,0.726610407876231,0.617777777777778,0.699501214434994,0.737400530503979,13,0.176271947659037,0,0
Datasets\HillValley.csv,0.342105263157895,0.545565902658984,0.657894736842105,0.697402597402597,0.609090909090909,0.677072826306234,0.720430107526882,14,0.178567710372472,1,0
Datasets\HillValley.csv,0.319078947368421,0.500264696679456,0.680921052631579,0.731412279244865,0.623318385650224,0.705264129721249,0.741333333333333,15,0.173818859724977,1,0
Datasets\HillValley.csv,0.328947368421053,0.564932627831953,0.671052631578947,0.717095143924412,0.617117117117117,0.69331031164671,0.732620320855615,16,0.173891262974287,1,0
Datasets\HillValley.csv,0.332236842105263,0.504114486485096,0.667763157894737,0.714582295299784,0.614349775784753,0.690379859798919,0.730666666666667,17,0.177356317532812,0,0
Datasets\HillValley.csv,0.351973684210526,0.780609325366059,0.648026315789474,0.686447146050264,0.601809954751131,0.66668364378845,0.71313672922252,18,0.181084942183779,0,0
Datasets\HillValley.csv,0.335526315789474,0.617435651991041,0.664473684210526,0.712053571428571,0.611607142857143,0.687441324571136,0.728723404255319,19,0.177104652256322,0,0
Datasets\HillValley.csv,0.338815789473684,0.649646902183903,0.661184210526316,0.709507735583685,0.608888888888889,0.684494153986319,0.726790450928382,20,0.180965962984014,0,0
Datasets\HillValley.csv,0.5,0.500015017271325,0.5,0.25,0,0.333333333333333,0,2,0.245762494362152,1,0
Datasets\HillValley.csv,0.259868421052632,0.432095208828412,0.740131578947368,0.798039215686275,0.666666666666667,0.767995370642156,0.787061994609164,3,0.194801774020989,0,0
