header
00:05:42.6418887
00:09:44.3893879
00:14:25.4887087
00:20:37.0694723
00:25:06.6566982
00:28:32.6421491
00:31:51.3123708
00:36:02.3354876
00:40:24.4353625
00:45:12.3728446
00:49:39.5527272
00:53:57.4981710
00:57:59.7977181
01:01:36.2030395
01:06:04.4873042
01:08:52.3890191
01:11:57.4669910
01:14:39.4141408
01:18:28.4488717
