header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\glass.txt,0.543859649122807,0.615383407757632,0.3125,0.195601851851852,0,0.240603644646925,0,2,0.0965637074061705,5,4
Datasets\glass.txt,0.385964912280702,0.600084092945379,0.409844054580897,0.328086419753086,0,0.364436144599924,0,3,0.0850732554058353,2,4
Datasets\glass.txt,0.421052631578947,0.581631540659283,0.391812865497076,0.297777777777778,0,0.338383838383838,0,4,0.0838951951020973,3,4
Datasets\glass.txt,0.368421052631579,0.554545075746264,0.471856725146199,0.45734126984127,0,0.464485620988487,0,5,0.0768317480424861,2,4
Datasets\glass.txt,0.333333333333333,0.67756773700783,0.536671539961014,0.633800044984255,1,0.581205815748129,0.5,6,0.0678240294811602,2,4
Datasets\glass.txt,0.350877192982456,0.58953798808916,0.492202729044834,0.503081232492997,0,0.497582529475694,0,7,0.0690390147455532,2,4
Datasets\glass.txt,0.350877192982456,0.604481181494778,0.559819688109162,0.691137566137566,1,0.61858615136876,0.5,8,0.0570888483557276,5,4
Datasets\glass.txt,0.315789473684211,0.52296485112277,0.590399610136452,0.663888888888889,1,0.62499136598717,0.5,9,0.0680613077679747,2,4
Datasets\glass.txt,0.315789473684211,0.549383144618852,0.542641325536062,0.460493827160494,0,0.49820401587927,0,10,0.059934508480112,0,4
Datasets\glass.txt,0.298245614035088,12.1719964072046,0.658382066276803,0.708812260536398,1,0.682667081836196,1,11,0.0534245085637318,0,4
Datasets\glass.txt,0.315789473684211,0.588557541417195,0.588937621832359,0.67478354978355,1,0.628944783053626,0.5,12,0.0572209259991252,0,4
Datasets\glass.txt,0.298245614035088,0.606243044244705,0.540326510721247,0.529007936507937,0,0.534607321811861,0,13,0.0588085681867718,0,4
Datasets\glass.txt,0.298245614035088,0.737637137390083,0.598196881091618,0.70679012345679,1,0.647975261001962,0.5,14,0.0515874256681244,0,4
Datasets\glass.txt,0.280701754385965,0.70197998644955,0.689936647173489,0.659722222222222,0.75,0.674491233876953,0.857142857142857,15,0.0521022409826483,0,4
Datasets\glass.txt,0.315789473684211,2.19552131568775,0.591739766081871,0.627618568795039,1,0.60915131256294,0.8,16,0.0462280631954523,0,4
Datasets\glass.txt,0.315789473684211,5.40652019035822,0.617202729044834,0.706608569353667,1,0.658886561701282,1,17,0.0505006783275415,0,4
Datasets\glass.txt,0.263157894736842,23.6511302013747,0.698708576998051,0.71969696969697,1,0.709047488905374,1,18,0.049260096277489,0,4
Datasets\glass.txt,0.333333333333333,14.7844484640063,0.64083820662768,0.693452380952381,1,0.666107944292988,1,19,0.0489561855137089,0,4
Datasets\glass.txt,0.315789473684211,0.814530688258688,0.638036062378168,0.706537356321839,1,0.670541759164801,1,20,0.0468625046989824,0,4
Datasets\glass.txt,0.543859649122807,0.602679621728601,0.324561403508772,0.197163120567376,0,0.245307767522835,0,2,0.0965964218595677,5,4
Datasets\glass.txt,0.385964912280702,0.54443179348006,0.408869395711501,0.324684343434343,0,0.361946192112836,0,3,0.079657685998121,2,4
Datasets\glass.txt,0.43859649122807,2.33034500827634,0.413620857699805,0.398888888888889,0,0.406121317416429,0,4,0.0662273349552865,5,4
Datasets\glass.txt,0.368421052631579,9576102148.17407,0.515472709551657,0.454415954415954,0,0.483022499362084,0,5,0.069321137317017,2,4
Datasets\glass.txt,0.385964912280702,26.4370752279509,0.468201754385965,0.528695652173913,1,0.496613252788495,0.8,6,0.0682888116385031,2,4
Datasets\glass.txt,0.403508771929825,17779256302.6101,0.458089668615984,0.551564095423745,1,0.5004999192638,0.5,7,0.0642450242932818,2,4
Datasets\glass.txt,0.473684210526316,1.33408205799722,0.44651559454191,0.482185990338164,1,0.463665762309274,0.8,8,0.0613530487394901,2,4
Datasets\glass.txt,0.403508771929825,6073822.36906485,0.471978557504873,0.436067019400353,0.666666666666667,0.453312670699808,0.666666666666667,9,0.0582443638976948,2,4
Datasets\glass.txt,0.421052631578947,67.6325248332082,0.528021442495127,0.576666666666667,1,0.551273002120445,0.8,10,0.047435151433531,1,4
Datasets\glass.txt,0.456140350877193,12.5813408011744,0.418250487329435,0.580277777777778,1,0.48611836404238,0.5,11,0.0584251525418269,2,4
Datasets\glass.txt,0.421052631578947,3.67801870610736,0.413620857699805,0.506410256410256,0,0.455336436761705,0,12,0.0501492327136321,2,4
Datasets\glass.txt,0.385964912280702,15.255397833331,0.577485380116959,0.549206349206349,0.666666666666667,0.562990974513608,0.666666666666667,13,0.0531658330468813,5,4
Datasets\glass.txt,0.43859649122807,645.16218297605,0.427022417153996,0.593900966183575,1,0.496822837578101,0.5,14,0.0502688466928617,0,4
Datasets\glass.txt,0.368421052631579,20.5057261634991,0.508528265107212,0.533950617283951,0.333333333333333,0.520929460820384,0.333333333333333,15,0.0453143281240483,5,4
Datasets\glass.txt,0.43859649122807,6.6439825961251,0.381213450292398,0.513227513227513,0,0.437478244136998,0,16,0.0477992470462869,2,4
Datasets\glass.txt,0.403508771929825,2.73364504320884,0.503045808966862,0.521120689655172,0.5,0.51192375311956,0.4,17,0.0423672738270824,5,4
Datasets\glass.txt,0.403508771929825,2.28358864427192,0.556652046783626,0.66839447102605,1,0.607426975133549,0.8,18,0.0414702967874438,5,4
Datasets\glass.txt,0.43859649122807,13.9184580947379,0.427997076023392,0.458089668615984,0.333333333333333,0.442532381643875,0.333333333333333,19,0.0389658436932249,5,4
Datasets\glass.txt,0.456140350877193,929.268261736939,0.418737816764133,0.566351776878093,0.5,0.481484949391418,0.4,20,0.0414694109434437,0,4
Datasets\glass.txt,0.543859649122807,0.620514024677101,0.3125,0.195601851851852,0,0.240603644646925,0,2,0.0965530871947767,5,4
Datasets\glass.txt,0.421052631578947,0.611899722821889,0.367690058479532,0.31359649122807,0,0.338495783450041,0,3,0.0784260065408295,2,4
Datasets\glass.txt,0.403508771929825,0.633591720388531,0.474658869395712,0.434033613445378,0,0.45343811713637,0,4,0.0707667897787901,2,4
Datasets\glass.txt,0.403508771929825,0.666909099208136,0.474171539961014,0.454166666666667,0,0.463953559585991,0,5,0.0680290120805034,2,4
Datasets\glass.txt,0.421052631578947,0.625876782606557,0.433479532163743,0.414492753623188,0,0.423773578305335,0,6,0.060553768320445,0,4
Datasets\glass.txt,0.350877192982456,0.622418902517098,0.595029239766082,0.594306418219462,0.5,0.594667609344523,0.571428571428572,7,0.057008740180085,0,4
Datasets\glass.txt,0.456140350877193,0.659157410474807,0.406189083820663,0.451212121212121,0,0.427518499036682,0,8,0.0675786771521904,2,4
Datasets\glass.txt,0.368421052631579,1.6683674434029,0.507066276803119,0.557449494949495,0.5,0.531065574433797,0.4,9,0.0534160845781437,0,4
Datasets\glass.txt,0.315789473684211,0.625604879000343,0.590399610136452,0.621212121212121,0.5,0.605414069022676,0.4,10,0.051889989329282,0,4
Datasets\glass.txt,0.403508771929825,1.82057857350253,0.545077972709552,0.612407407407407,1,0.576784456782015,0.5,11,0.0607374161359559,2,4
Datasets\glass.txt,0.315789473684211,0.938338338768628,0.625121832358674,0.649068322981366,0.666666666666667,0.636870058503635,0.666666666666667,12,0.0573553681810074,2,4
Datasets\glass.txt,0.333333333333333,101.262439494465,0.511208576998051,0.497727272727273,0,0.504377856913896,0,13,0.0527652848911429,2,4
Datasets\glass.txt,0.350877192982456,1.07631251699612,0.583455165692008,0.570893719806763,0.666666666666667,0.577106096894545,0.666666666666667,14,0.0553914480862075,2,4
Datasets\glass.txt,0.298245614035088,1.82151550641432,0.576023391812866,0.597332015810277,0.5,0.586484217058234,0.4,15,0.0485563012225901,2,4
Datasets\glass.txt,0.350877192982456,2.27980636453958,0.56030701754386,0.554444444444444,0.5,0.557360315107958,0.4,16,0.042716763530209,0,4
Datasets\glass.txt,0.368421052631579,1.56954349292554,0.539473684210526,0.586190476190476,0.5,0.56186267088213,0.4,17,0.0488550780026469,1,4
Datasets\glass.txt,0.368421052631579,7.43299712427002,0.526924951267057,0.610472541507024,0.5,0.565630250158039,0.4,18,0.0445967667852536,0,4
Datasets\glass.txt,0.456140350877193,53.379856301028,0.393153021442495,0.66794674859191,1,0.494968126066195,0.5,19,0.0479582136615813,0,4
