header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Breastcancer.csv,0.020979020979021,0.0412401336912756,0.971698113207547,0.983870967741935,1,0.977746654217242,0.970873786407767,2,0.0173983289287274,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.0419234083177513,0.966142557651992,0.973891730605286,0.980392156862745,0.970001667680149,0.961538461538462,3,0.012917729037942,1,1
Datasets\Breastcancer.csv,0.034965034965035,0.0538730164806683,0.952830188679245,0.973684210526316,1,0.963144329896907,0.95049504950495,4,0.0171879045891416,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.0894709633316216,0.966142557651992,0.973891730605286,0.980392156862745,0.970001667680149,0.961538461538462,5,0.0283297237681933,1,1
Datasets\Breastcancer.csv,0.020979020979021,0.0729853868788767,0.975576519916143,0.979395604395604,0.980769230769231,0.977482331819753,0.971428571428571,6,0.0241567875699341,1,1
Datasets\Breastcancer.csv,0.034965034965035,0.120301976796872,0.952830188679245,0.973684210526316,1,0.963144329896907,0.95049504950495,7,0.027568407682246,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.0871597571347624,0.966142557651992,0.973891730605286,0.980392156862745,0.970001667680149,0.961538461538462,8,0.0283152214710772,1,1
Datasets\Breastcancer.csv,0.048951048951049,0.110190718159715,0.937840670859539,0.958004385964912,0.979166666666667,0.947815300396574,0.930693069306931,9,0.0259624698263466,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.0792154624130451,0.962264150943396,0.978723404255319,1,0.970423991726991,0.96078431372549,10,0.0253162563758762,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.095651530519542,0.966142557651992,0.973891730605286,0.980392156862745,0.970001667680149,0.961538461538462,11,0.0279360705188513,1,1
Datasets\Breastcancer.csv,0.020979020979021,0.0839680549020512,0.971698113207547,0.983870967741935,1,0.977746654217242,0.970873786407767,12,0.0227156592281629,1,1
Datasets\Breastcancer.csv,0.041958041958042,0.0850933262313858,0.94727463312369,0.963200173686496,0.979591836734694,0.955171026491534,0.941176470588235,13,0.0251769225984727,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.170411407434838,0.962264150943396,0.978723404255319,1,0.970423991726991,0.96078431372549,14,0.0268044285623388,1,1
Datasets\Breastcancer.csv,0.041958041958042,0.0822239562676342,0.94727463312369,0.963200173686496,0.979591836734694,0.955171026491534,0.941176470588235,15,0.026493107873768,1,1
Datasets\Breastcancer.csv,0.034965034965035,0.104251085900243,0.956708595387841,0.968494623655914,0.98,0.962565532690881,0.951456310679612,16,0.0234960024723717,1,1
Datasets\Breastcancer.csv,0.041958041958042,0.155274718628515,0.943396226415094,0.96875,1,0.955905026210299,0.94,17,0.0224255437473334,1,1
Datasets\Breastcancer.csv,0.027972027972028,0.0999825066789971,0.966142557651992,0.973891730605286,0.980392156862745,0.970001667680149,0.961538461538462,18,0.0253656571688945,1,1
Datasets\Breastcancer.csv,0.020979020979021,0.0859685704599929,0.975576519916143,0.979395604395604,0.980769230769231,0.977482331819753,0.971428571428571,19,0.0233163070365835,1,1
Datasets\Breastcancer.csv,0.020979020979021,0.129080639499661,0.975576519916143,0.979395604395604,0.980769230769231,0.977482331819753,0.971428571428571,20,0.0255309496926015,1,1
Datasets\Breastcancer.csv,0.0629370629370629,0.141896817130304,0.922851153039832,0.942324561403509,0.958333333333333,0.932486200945974,0.910891089108911,2,0.0485754520988603,1,1
