header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Heart-statlog.csv,0.161764705882353,0.274385449473066,0.823684210526316,0.856521739130435,0.91304347826087,0.839782090568607,0.792452830188679,2,0.0935298618785804,0,1
Datasets\Heart-statlog.csv,0.205882352941176,18.3024165706294,0.773684210526316,0.825,0.9,0.798518518518518,0.72,3,0.0743515301624012,1,1
Datasets\Heart-statlog.csv,0.220588235294118,3489.70477885025,0.760526315789474,0.800911854103343,0.857142857142857,0.780196812679613,0.705882352941176,4,0.0606915680225904,1,1
Datasets\Heart-statlog.csv,0.264705882352941,313033392.574616,0.721052631578947,0.738636363636364,0.75,0.729738588871589,0.666666666666667,5,0.0430255647237041,1,1
Datasets\Heart-statlog.csv,0.191176470588235,419.187988101451,0.793859649122807,0.823671497584541,0.869565217391304,0.808490850263947,0.754716981132075,6,0.0350213911609825,1,1
Datasets\Heart-statlog.csv,0.235294117647059,0.876931857483986,0.747368421052632,0.778656126482213,0.818181818181818,0.762691531708381,0.692307692307692,7,0.0529859586321908,1,1
Datasets\Heart-statlog.csv,0.220588235294118,82386.1308075615,0.767543859649123,0.783720930232558,0.8,0.775548045184961,0.727272727272727,8,0.0339335316968446,1,1
Datasets\Heart-statlog.csv,0.191176470588235,9939.2856818345,0.804385964912281,0.806808134394341,0.793103448275862,0.805595228983473,0.779661016949153,9,0.0227517592987842,1,1
Datasets\Heart-statlog.csv,0.191176470588235,880511742.578089,0.800877192982456,0.809846431797651,0.814814814814815,0.805336839997619,0.771929824561403,10,0.0331040187261161,1,1
Datasets\Heart-statlog.csv,0.191176470588235,362.138960613953,0.81140350877193,0.807359307359307,0.757575757575758,0.809376356193626,0.793650793650794,11,0.0302222694893139,1,1
Datasets\Heart-statlog.csv,0.279411764705882,100113.813366588,0.707894736842105,0.72046511627907,0.72,0.714124613314824,0.654545454545455,12,0.0234703926028407,1,1
Datasets\Heart-statlog.csv,0.264705882352941,62381.6475404111,0.724561403508772,0.734432234432234,0.730769230769231,0.729463428385176,0.678571428571428,13,0.0291142579942785,1,1
Datasets\Heart-statlog.csv,0.235294117647059,1.98724986122975,0.754385964912281,0.765567765567766,0.769230769230769,0.759935734821579,0.714285714285714,14,0.0345361847211118,1,1
Datasets\Heart-statlog.csv,0.25,644009.522680908,0.737719298245614,0.752093023255814,0.76,0.744836821825372,0.690909090909091,15,0.0125996975199625,1,1
Datasets\Heart-statlog.csv,0.235294117647059,36504721.1207774,0.750877192982456,0.770833333333333,0.791666666666667,0.760724407935822,0.703703703703704,16,0.0261754661697195,1,1
Datasets\Heart-statlog.csv,0.235294117647059,21.6734733144494,0.764912280701754,0.762152777777778,0.71875,0.763530035941807,0.741935483870968,17,0.0181328930786999,1,1
Datasets\Heart-statlog.csv,0.220588235294118,18.2283213392044,0.771052631578947,0.779132791327913,0.777777777777778,0.775071653010807,0.736842105263158,18,0.0151153523427661,1,1
Datasets\Heart-statlog.csv,0.279411764705882,101361.679167202,0.71140350877193,0.717705510388437,0.703703703703704,0.714540614480565,0.666666666666667,19,0.0171912480630525,1,1
Datasets\Heart-statlog.csv,0.176470588235294,1.85674740596854,0.821052631578947,0.821052631578947,0.8,0.821052631578947,0.8,20,0.0222700694234084,1,1
