header
00:00:00.4763122
00:00:00.6780709
00:00:00.9255766
00:00:01.1730602
00:00:01.4208573
00:00:01.7450474
00:00:02.0775521
00:00:02.3894794
00:00:02.7621669
00:00:03.1782009
00:00:03.5236079
00:00:04.0079957
00:00:04.3844545
00:00:04.8771850
00:00:05.3480126
00:00:05.7759458
00:00:06.3675170
00:00:06.8094327
00:00:07.4784779
