header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training)
Datasets\HillValley.csv,0.513157894736842,0.499841064889885,0.486842105263158,0.477481481481482,0.492,0.482116361901605,0.611940298507463,2,0.499476134937138
Datasets\HillValley.csv,0.506578947368421,0.502879276572654,0.493421052631579,0.490528414755733,0.495762711864407,0.491970481771094,0.603092783505155,3,0.49803828315091
Datasets\HillValley.csv,0.513157894736842,0.503531652773793,0.486842105263158,0.479738736336977,0.491735537190083,0.4832643195947,0.604060913705584,4,0.497946461603291
Datasets\HillValley.csv,0.457236842105263,0.500452330651418,0.542763157894737,0.553862508858965,0.529411764705882,0.548256663073911,0.627345844504021,5,0.497033324155736
Datasets\HillValley.csv,0.470394736842105,0.495674712578657,0.529605263157895,0.534065441506051,0.521739130434783,0.531826001133895,0.601671309192201,6,0.492942919382947
Datasets\HillValley.csv,0.470394736842105,0.497466321615552,0.529605263157895,0.534065441506051,0.521739130434783,0.531826001133895,0.601671309192201,7,0.493218762976749
Datasets\HillValley.csv,0.430921052631579,0.499732556449801,0.569078947368421,0.589789029535865,0.546666666666667,0.579248933936905,0.652519893899204,8,0.489956564545088
Datasets\HillValley.csv,0.453947368421053,0.495056525001754,0.546052631578947,0.553900709219858,0.533333333333333,0.549948672701513,0.61878453038674,9,0.489375596644056
Datasets\HillValley.csv,0.457236842105263,0.495497688392697,0.542763157894737,0.550349080161036,0.530805687203792,0.546529796837617,0.617079889807163,10,0.488370348327783
Datasets\HillValley.csv,0.453947368421053,0.4949883394634,0.546052631578947,0.553900709219858,0.533333333333333,0.549948672701513,0.61878453038674,11,0.487516448928109
Datasets\HillValley.csv,0.444078947368421,0.499225368316494,0.555921052631579,0.57661744648046,0.536796536796537,0.566080143084724,0.647519582245431,12,0.486066405396828
Datasets\HillValley.csv,0.483552631578947,0.501421666832165,0.516447368421053,0.517606449520456,0.513089005235602,0.51702625935805,0.571428571428571,13,0.485536741167562
Datasets\HillValley.csv,0.453947368421053,0.497424449324217,0.546052631578947,0.557575757575758,0.531818181818182,0.551754037356841,0.629032258064516,14,0.48429003714875
Datasets\HillValley.csv,0.463815789473684,0.499404573191898,0.536184210526316,0.539660325442383,0.527918781725888,0.537916652221799,0.595988538681948,15,0.484275908102472
Datasets\HillValley.csv,0.463815789473684,0.503381849403593,0.536184210526316,0.539331921900729,0.528205128205128,0.537753460012556,0.593659942363112,16,0.479907215271258
Datasets\HillValley.csv,0.486842105263158,0.506478462665255,0.513157894736842,0.514754416618132,0.50990099009901,0.513954915843073,0.581920903954802,17,0.481972909523704
Datasets\HillValley.csv,0.483552631578947,0.515355343752045,0.516447368421053,0.518925245281139,0.51207729468599,0.517683341795978,0.590529247910864,18,0.480968658085067
Datasets\HillValley.csv,0.460526315789474,0.5037020322444,0.539473684210526,0.540482954545455,0.534090909090909,0.539977847772663,0.573170731707317,19,0.47983584219829
Datasets\HillValley.csv,0.506578947368421,0.520942547895123,0.493421052631579,0.492819349962207,0.494897959183673,0.493120017748287,0.557471264367816,20,0.479667791803962
Datasets\HillValley.csv,0.440789473684211,0.499069640334347,0.559210526315789,0.595878889823381,0.536585365853659,0.576962688676308,0.663316582914573,2,0.49990971909096
Datasets\HillValley.csv,0.552631578947368,0.502759916358196,0.447368421052632,0.444927536231884,0.433333333333333,0.44614464010942,0.382352941176471,3,0.499673816709657
Datasets\HillValley.csv,0.549342105263158,0.503081370243167,0.450657894736842,0.435864978902954,0.405063291139241,0.443138016226152,0.277056277056277,4,0.499451559325807
Datasets\HillValley.csv,0.503289473684211,0.507023143700217,0.496710526315789,0.496329034439453,0.497512437810945,0.496519707099548,0.56657223796034,5,0.494104510088488
Datasets\HillValley.csv,0.493421052631579,0.509833124393206,0.506578947368421,0.507180650037793,0.505102040816326,0.506879620137053,0.568965517241379,6,0.489632992888568
Datasets\HillValley.csv,0.506578947368421,0.510293995674394,0.493421052631579,0.492206726825267,0.495283018867925,0.492813141683778,0.576923076923077,7,0.489057831240304
Datasets\HillValley.csv,0.493421052631579,0.509226917412728,0.506578947368421,0.507529225282346,0.504854368932039,0.507053641092746,0.581005586592179,8,0.487292741197147
Datasets\HillValley.csv,0.506578947368421,0.512711806138701,0.493421052631579,0.492470774717654,0.495145631067961,0.492945455699366,0.569832402234637,9,0.485368635807691
Datasets\HillValley.csv,0.480263157894737,0.511480436300536,0.519736842105263,0.526315789473684,0.513157894736842,0.523005627275737,0.615789473684211,10,0.484260478847204
Datasets\HillValley.csv,0.490131578947368,0.510891292740864,0.509868421052632,0.512429809736684,0.506787330316742,0.511145906589344,0.600536193029491,11,0.483160828325725
Datasets\HillValley.csv,0.486842105263158,0.51032183161967,0.513157894736842,0.516450216450216,0.509090909090909,0.514798791754722,0.602150537634409,12,0.483094061104249
Datasets\HillValley.csv,0.486842105263158,0.51036609939892,0.513157894736842,0.517245291581575,0.508849557522124,0.515193486229228,0.608465608465608,13,0.482416974381621
Datasets\HillValley.csv,0.480263157894737,0.512128417211666,0.519736842105263,0.521541950113379,0.51530612244898,0.520637831487557,0.580459770114943,14,0.480660104668548
Datasets\HillValley.csv,0.496710526315789,0.516677074220988,0.503289473684211,0.504082728982004,0.502283105022831,0.503685789008643,0.592991913746631,15,0.480000217392636
Datasets\HillValley.csv,0.490131578947368,0.518347683792024,0.509868421052632,0.511355147168684,0.507246376811594,0.510610701901721,0.584958217270195,16,0.476870984913301
Datasets\HillValley.csv,0.5,0.522223355158663,0.5,0.5,0.5,0.5,0.568181818181818,17,0.477620303153076
