header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,StartMSE(training),performance(training),MaxSELabel,MinLabel
Datasets\Biodegradeable.csv,0.113636363636364,0.19281777732829,0.856308186195827,0.885408708938121,0.883116883116883,0.870615342494548,0.819277108433735,2,0,0.104584300846175,1,1
Datasets\Biodegradeable.csv,0.0946969696969697,0.191015903702355,0.884398073836276,0.901165907263468,0.890243902439024,0.892703259056401,0.853801169590643,3,0.209404269760142,0.100358918160529,1,1
Datasets\Biodegradeable.csv,0.0984848484848485,0.192180336711644,0.878780096308186,0.89799635701275,0.888888888888889,0.888284312441329,0.847058823529412,4,0.200717836321057,0.0981825096929602,1,1
Datasets\Biodegradeable.csv,0.106060606060606,0.223026880507943,0.8730658105939,0.886773613792185,0.867469879518072,0.87986632554142,0.837209302325581,5,0.19635457832032,0.0958533141626867,1,1
Datasets\Biodegradeable.csv,0.113636363636364,0.368626152362067,0.861829855537721,0.880186197126088,0.864197530864197,0.870911312160989,0.823529411764706,6,0.191706628325373,0.0945365978620577,1,1
Datasets\Biodegradeable.csv,0.113636363636364,0.447436630699401,0.861829855537721,0.880186197126088,0.864197530864197,0.870911312160989,0.823529411764706,7,0.189097689876734,0.0936583687095944,1,1
Datasets\Biodegradeable.csv,0.113636363636364,0.512109031872812,0.861829855537721,0.880186197126088,0.864197530864197,0.870911312160989,0.823529411764706,8,0.187336255312404,0.0917470511243217,1,1
Datasets\Biodegradeable.csv,0.106060606060606,0.399698566009533,0.870304975922953,0.889091277069419,0.876543209876543,0.879597829274862,0.835294117647059,9,0.183494102248643,0.0898375985971303,1,1
Datasets\Biodegradeable.csv,0.109848484848485,0.363698919221209,0.867447833065811,0.883476279817743,0.865853658536585,0.875388692009992,0.830409356725146,10,0.179651470502113,0.08787696966217,1,1
Datasets\Biodegradeable.csv,0.102272727272727,0.338656465702794,0.881444622792937,0.888097726678861,0.86046511627907,0.884758667606208,0.845714285714286,11,0.176433605760314,0.0858541165228813,1,1
Datasets\Biodegradeable.csv,0.106060606060606,0.401205643242414,0.878587479935795,0.882914474965907,0.850574712643678,0.880745662984427,0.840909090909091,12,0.171736278246627,0.0833722361262514,1,1
Datasets\Biodegradeable.csv,0.106060606060606,0.361369503214021,0.878587479935795,0.882914474965907,0.850574712643678,0.880745662984427,0.840909090909091,13,0.166779958758699,0.0813703206459736,1,1
