header
00:00:01.3277801
00:00:01.9470313
00:00:02.6803238
00:00:03.3237573
00:00:04.1447452
00:00:04.9437569
00:00:05.8233274
00:00:06.9764795
00:00:07.8260634
00:00:09.0625842
00:00:10.2878779
00:00:11.6179819
00:00:13.4475064
00:00:13.8740079
00:00:14.9076481
00:00:16.7602916
00:00:18.2472190
00:00:38.5960120
00:00:42.6559826
