header
00:00:45.1556252
00:01:05.4370861
00:01:29.7755378
00:01:53.6712573
00:02:31.3805596
00:02:51.9234186
00:03:30.7437141
00:03:59.2350323
00:04:42.0089387
00:05:30.3515847
00:06:00.2653846
00:06:38.0356712
00:07:19.1580643
00:08:16.8596537
00:09:08.0438386
00:09:54.2954631
00:10:53.3139571
00:12:04.7418211
00:12:45.1509279
