header
00:00:24.4040318
00:00:37.9995990
00:00:51.6977856
00:01:06.1772441
00:01:19.5363954
00:01:32.6171455
00:01:45.3623442
00:01:58.5598954
00:02:13.6540166
00:02:27.1699536
00:02:43.2871550
00:02:57.0351700
00:03:13.9623916
00:03:29.2137061
00:03:44.7951492
00:04:02.1668777
00:04:20.4947054
00:04:39.1258746
00:04:55.6981090
