header
00:00:34.4154591
00:00:51.6912123
00:01:10.0924402
00:01:27.1283929
00:01:47.7742475
00:02:09.5916636
00:02:32.0170066
00:03:02.8311263
00:03:23.4053381
00:03:51.5667204
00:04:18.0762998
00:04:55.2514958
00:05:23.0344603
00:05:57.3213232
00:06:31.4911591
00:07:08.9563136
00:07:42.2912180
00:08:42.0575652
00:09:05.2755990
