header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training)
Datasets\Hepatitis.csv,0.142857142857143,0.330440424114036,0.625,0.925,1,0.745967741935484,0.4,10,-944.969241194922
Datasets\Hepatitis.csv,0.142857142857143,1.75516100854586,0.720588235294118,0.777777777777778,0.666666666666667,0.748091603053435,0.571428571428572,10,-1748.49104425178
Datasets\Hepatitis.csv,0.19047619047619,130.52275799469,0.691176470588235,0.691176470588235,0.5,0.691176470588235,0.5,13,-2645.10981654397
Datasets\Hepatitis.csv,0.238095238095238,1007.16748954051,0.661764705882353,0.6375,0.4,0.649405772495755,0.444444444444444,12,-3588.3069384955
Datasets\Hepatitis.csv,0.0952380952380952,1676.27415324091,0.845588235294118,0.845588235294118,0.75,0.845588235294118,0.75,12,-4553.73241871458
Datasets\Hepatitis.csv,0.238095238095238,2797.23673911068,0.661764705882353,0.6375,0.4,0.649405772495755,0.444444444444444,12,-5651.78658540255
Datasets\Hepatitis.csv,0.142857142857143,2.04971349367101,0.720588235294118,0.777777777777778,0.666666666666667,0.748091603053435,0.571428571428572,12,-6625.53725657232
Datasets\Hepatitis.csv,0.19047619047619,0.416000965621437,0.5,0.404761904761905,0,0.447368421052632,0,11,-7623.39016337732
Datasets\Hepatitis.csv,0.19047619047619,0.3785502961914,0.5,0.404761904761905,0,0.447368421052632,0,13,-8505.16030937316
Datasets\Hepatitis.csv,0.19047619047619,0.394222925917209,0.595588235294118,0.671052631578947,0.5,0.631072410632447,0.333333333333333,13,-9505.83297270333
Datasets\Hepatitis.csv,0.238095238095238,128.674509234423,0.470588235294118,0.4,0,0.432432432432432,0,7,-10334.6567454316
Datasets\Hepatitis.csv,0.142857142857143,0.284562105076408,0.625,0.925,1,0.745967741935484,0.4,11,-11261.3327916834
Datasets\Hepatitis.csv,0.142857142857143,18.7381491795052,0.720588235294118,0.777777777777778,0.666666666666667,0.748091603053435,0.571428571428572,12,-12197.578328259
Datasets\Hepatitis.csv,0.0952380952380952,0.628082243664728,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,10,-13019.9749195166
Datasets\Hepatitis.csv,0.19047619047619,0.290922214401318,0.5,0.404761904761905,0,0.447368421052632,0,11,-14022.7382798955
Datasets\Hepatitis.csv,0.19047619047619,3.22856505428375,0.882352941176471,0.75,0.5,0.810810810810811,0.666666666666667,7,-14860.1065454314
Datasets\Hepatitis.csv,0.238095238095238,5259159.57932871,0.566176470588235,0.583333333333333,0.333333333333333,0.574626865671642,0.285714285714286,12,-15788.7129037689
Datasets\Hepatitis.csv,0.19047619047619,0.886058733723012,0.595588235294118,0.671052631578947,0.5,0.631072410632447,0.333333333333333,12,-16613.5553841143
Datasets\Hepatitis.csv,0.0952380952380952,11640264.4409775,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,13,-17491.6890771106
Datasets\Hepatitis.csv,0.19047619047619,0.357947249556951,0.595588235294118,0.671052631578947,0.5,0.631072410632447,0.333333333333333,9,-18607.5162815172
Datasets\Hepatitis.csv,0.19047619047619,0.335625641866835,0.5,0.404761904761905,0,0.447368421052632,0,13,-19391.8671254704
Datasets\Hepatitis.csv,0.19047619047619,3782212.16181348,0.691176470588235,0.691176470588235,0.5,0.691176470588235,0.5,8,-20255.5083536784
Datasets\Hepatitis.csv,0.142857142857143,0.615385805805489,0.625,0.925,1,0.745967741935484,0.4,11,-21192.3580550384
Datasets\Hepatitis.csv,0.19047619047619,27.3064894917312,0.595588235294118,0.671052631578947,0.5,0.631072410632447,0.333333333333333,11,-22302.3615454646
Datasets\Hepatitis.csv,0.0952380952380952,0.189623926399176,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,11,-23479.5838370743
Datasets\Hepatitis.csv,0.238095238095238,62.9701885054867,0.661764705882353,0.6375,0.4,0.649405772495755,0.444444444444444,11,-24387.9266357671
Datasets\Hepatitis.csv,0.238095238095238,0.378077718875103,0.470588235294118,0.4,0,0.432432432432432,0,15,-25594.9558974373
Datasets\Hepatitis.csv,0.142857142857143,0.499439330876097,0.625,0.925,1,0.745967741935484,0.4,9,-26536.0346496948
Datasets\Hepatitis.csv,0.142857142857143,14.1220654927082,0.720588235294118,0.777777777777778,0.666666666666667,0.748091603053435,0.571428571428572,12,-27475.1977479322
Datasets\Hepatitis.csv,0.142857142857143,0.256818760591716,0.625,0.925,1,0.745967741935484,0.4,10,-28387.90461814
