header
00:00:00.5245189
00:00:00.6846919
00:00:00.9060099
00:00:01.1072160
00:00:01.3367852
00:00:01.6068710
00:00:01.9751283
00:00:02.4748164
00:00:02.6079426
00:00:03.0280079
00:00:03.2834766
00:00:03.9183511
00:00:04.1395231
00:00:04.5417690
00:00:05.0946457
00:00:05.4795694
00:00:05.9330197
00:00:06.3584899
00:00:06.9042055
