header
00:00:22.3179349
00:00:33.1879905
00:00:44.1895027
00:00:56.0082028
00:01:09.3316590
00:01:23.6258834
00:01:40.3866368
00:01:55.8927782
00:02:14.2687689
00:02:32.5385807
00:02:53.6608716
00:03:12.7710159
00:03:36.5786987
00:03:56.1646385
00:04:23.5479426
00:04:55.5661311
00:05:15.9821094
00:05:43.3676444
00:06:26.7979530
