header
00:00:00.9902034
00:00:01.4362358
00:00:01.8769966
00:00:02.3548749
00:00:02.8940650
00:00:03.4643745
00:00:04.0868449
00:00:04.7857928
00:00:05.4313194
00:00:06.1737523
00:00:07.0015517
00:00:08.4735080
00:00:08.8519242
00:00:09.3108540
00:00:10.1802635
00:00:10.9975489
00:00:11.8435665
00:00:12.8608519
00:00:13.9450103
