header
00:00:02.8328444
00:00:04.1311355
00:00:05.5586022
00:00:06.8813345
00:00:08.6671550
00:00:10.3850369
00:00:12.1044106
00:00:13.9909492
00:00:16.1881365
00:00:18.3862796
00:00:20.8392219
00:00:22.4163866
00:00:25.5644826
00:00:27.9638772
00:00:30.7795172
00:00:33.2799383
00:00:36.7726840
00:00:39.4859460
00:00:42.6468741
