header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training)
Datasets\Uci_voice.csv,0.25,0.411455806216348,0.67965367965368,0.737142857142857,0.714285714285714,0.707231902783113,0.555555555555556,7,0.0194914776791402
Datasets\Uci_voice.csv,0.25,0.314456523359334,0.658008658008658,0.77037037037037,0.8,0.709770114942529,0.5,8,0.0402777357019603
Datasets\Uci_voice.csv,0.28125,0.437236915324835,0.699134199134199,0.691666666666667,0.583333333333333,0.695380385443416,0.608695652173913,10,0.0660917430925919
Datasets\Uci_voice.csv,0.125,0.335059437668072,0.83982683982684,0.879227053140097,0.888888888888889,0.859075425790754,0.8,8,0.0877872355831217
Datasets\Uci_voice.csv,0.15625,0.283705152044735,0.772727272727273,0.903846153846154,1,0.833159541188738,0.705882352941176,8,0.11451924896353
Datasets\Uci_voice.csv,0.1875,0.353742759062004,0.748917748917749,0.828571428571429,0.857142857142857,0.786733573780775,0.666666666666667,9,0.139408954569152
Datasets\Uci_voice.csv,0.3125,0.520905360974755,0.675324675324675,0.663967611336032,0.538461538461538,0.669597989949749,0.583333333333333,9,0.163408863588374
Datasets\Uci_voice.csv,0.1875,0.336647417287561,0.770562770562771,0.801932367149758,0.777777777777778,0.785934673901479,0.7,8,0.184561261473002
Datasets\Uci_voice.csv,0.21875,0.357194797508933,0.746753246753247,0.759090909090909,0.7,0.752871535536477,0.666666666666667,7,0.203890994968486
Datasets\Uci_voice.csv,0.0625,0.181553153184016,0.909090909090909,0.956521739130435,1,0.932203389830509,0.9,4,0.222855009688245
Datasets\Uci_voice.csv,0.21875,0.485704147389754,0.746753246753247,0.759090909090909,0.7,0.752871535536477,0.666666666666667,8,0.244997945965178
Datasets\Uci_voice.csv,0.1875,0.326285358171643,0.727272727272727,0.888888888888889,1,0.8,0.625,6,0.261616383947237
Datasets\Uci_voice.csv,0.125,0.473233645406703,0.861471861471861,0.861471861471861,0.818181818181818,0.861471861471861,0.818181818181818,8,0.284761209680244
Datasets\Uci_voice.csv,0.1875,0.523511790151533,0.770562770562771,0.801932367149758,0.777777777777778,0.785934673901479,0.7,7,0.30884825829984
Datasets\Uci_voice.csv,0.1875,0.428936203687532,0.748917748917749,0.828571428571429,0.857142857142857,0.786733573780775,0.666666666666667,7,0.327379162665593
Datasets\Uci_voice.csv,0.15625,10.8219867033846,0.772727272727273,0.903846153846154,1,0.833159541188738,0.705882352941176,7,0.34630117836781
Datasets\Uci_voice.csv,0.25,0.347709754344798,0.701298701298701,0.72463768115942,0.666666666666667,0.712777191129884,0.6,8,0.367093460704056
Datasets\Uci_voice.csv,0.0625,1.25168966330311,0.909090909090909,0.956521739130435,1,0.932203389830509,0.9,7,0.385825812479661
Datasets\Uci_voice.csv,0.125,2.44553251553883,0.883116883116883,0.8582995951417,0.769230769230769,0.870531400966184,0.833333333333333,7,0.405542268347139
Datasets\Uci_voice.csv,0.125,0.215831504135964,0.83982683982684,0.879227053140097,0.888888888888889,0.859075425790754,0.8,6,0.422463573550772
Datasets\Uci_voice.csv,0.21875,0.562608427980649,0.746753246753247,0.759090909090909,0.7,0.752871535536477,0.666666666666667,8,0.443336879608195
Datasets\Uci_voice.csv,0.15625,0.308409132419051,0.794372294372294,0.854166666666667,0.875,0.823185075770009,0.736842105263158,7,0.467167982380566
Datasets\Uci_voice.csv,0.125,0.356260388602548,0.83982683982684,0.879227053140097,0.888888888888889,0.859075425790754,0.8,9,0.491282193066607
Datasets\Uci_voice.csv,0.15625,0.554203296989453,0.794372294372294,0.854166666666667,0.875,0.823185075770009,0.736842105263158,7,0.510172310999856
Datasets\Uci_voice.csv,0.09375,0.34070214807343,0.863636363636364,0.9375,1,0.899053627760252,0.842105263157895,6,0.533231966063494
Datasets\Uci_voice.csv,0.21875,0.41980290928966,0.725108225108225,0.770833333333333,0.75,0.74727195996865,0.631578947368421,9,0.565954077365817
Datasets\Uci_voice.csv,0.25,0.506584523780206,0.658008658008658,0.77037037037037,0.8,0.709770114942529,0.5,5,0.580251565975156
Datasets\Uci_voice.csv,0.15625,0.294788562401275,0.794372294372294,0.854166666666667,0.875,0.823185075770009,0.736842105263158,6,0.597344063541209
Datasets\Uci_voice.csv,0.15625,0.291639340992988,0.816017316017316,0.831818181818182,0.8,0.823841992763574,0.761904761904762,8,0.618995838469932
Datasets\Uci_voice.csv,0.15625,0.540342003776369,0.816017316017316,0.831818181818182,0.8,0.823841992763574,0.761904761904762,12,0.649888726159692
