header
00:00:00.3870941
00:00:00.5936585
00:00:00.7926688
00:00:01.0251108
00:00:01.2022017
00:00:01.4350212
00:00:01.6649320
00:00:01.9312799
00:00:02.2119654
00:00:02.5247752
00:00:02.8787469
00:00:03.1992274
00:00:03.5796643
00:00:04.0174772
00:00:04.2938598
00:00:04.7038495
00:00:05.1186478
00:00:05.9577799
00:00:06.1098261
