header
00:00:02.2549037
00:00:03.2825034
00:00:04.4762147
00:00:05.8050541
00:00:07.1169671
00:00:08.6058472
00:00:10.2926712
00:00:12.0758869
00:00:13.9224169
00:00:15.9283097
00:00:18.0396808
00:00:20.1881363
00:00:22.6767411
00:00:24.7993915
00:00:27.4341771
00:00:29.9542630
00:00:32.5484965
00:00:35.6934889
00:00:38.5837232
