header
00:12:33.7773787
00:18:24.5346860
00:25:45.5452925
00:31:04.5778399
00:39:41.3041258
00:44:48.5620602
00:53:35.6743159
01:01:27.3075642
01:06:34.1992049
01:15:02.4921405
01:24:02.6374179
01:33:34.5144378
01:44:50.8918393
01:55:31.8046953
02:00:59.8219901
02:11:43.0083472
02:23:46.2310973
02:38:01.0732845
04:37:49.0141772
