header
00:00:09.4416014
00:00:13.4086533
00:00:17.7191016
00:00:22.9198812
00:00:28.1946511
00:00:33.5956272
00:00:39.1042230
00:00:44.5507561
00:00:55.4875903
00:00:59.0781831
00:01:07.3345853
00:01:14.4622417
00:01:20.6150696
00:02:14.1512835
00:03:31.5284838
00:03:46.7429678
00:04:09.1747214
00:04:37.8696682
00:04:54.7791357
