header
00:00:07.6330491
00:00:10.9165827
00:00:15.1055649
00:00:18.8802454
00:00:23.0111984
00:00:26.6633515
00:00:31.0112676
00:00:36.5300394
00:00:41.6363366
00:00:46.8189861
00:00:52.9110654
00:01:00.4771502
00:01:07.2293505
00:01:13.6228566
00:01:19.5652274
00:01:27.2385466
00:01:36.2862234
00:01:43.4692144
00:01:55.4568754
