header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Ionosphere.csv,0.0898876404494382,0.147486602507185,0.895559210526316,0.907627118644068,0.9,0.901552782067872,0.870967741935484,2,0.0328260968064556,0,0
Datasets\Ionosphere.csv,0.0674157303370786,0.493226135961074,0.913103070175439,0.94115925058548,0.964285714285714,0.9269189063616,0.9,3,0.0213750237887779,1,0
Datasets\Ionosphere.csv,0.101123595505618,0.241820509436785,0.873081140350877,0.906511350059737,0.925925925925926,0.889482246655864,0.847457627118644,4,0.027419293199513,0,0
Datasets\Ionosphere.csv,0.134831460674157,0.391680058857204,0.819353070175439,0.895183175033921,0.954545454545455,0.855591224604152,0.777777777777778,5,0.0229127603938603,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.303604422190439,0.866228070175439,0.9175,0.96,0.891127148442302,0.842105263157895,6,0.0191409113942247,0,0
Datasets\Ionosphere.csv,0.123595505617978,0.326963288725946,0.841831140350877,0.8896875,0.92,0.865097984193978,0.807017543859649,7,0.0212245083960431,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.608708557229676,0.886787280701754,0.89238042269188,0.870967741935484,0.889575060159836,0.857142857142857,8,0.015323721119406,1,0
Datasets\Ionosphere.csv,0.0786516853932584,0.502743921181948,0.890625,0.9453125,1,0.917154255319149,0.87719298245614,9,0.0221727912389429,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.207146574674199,0.879934210526316,0.898275862068965,0.896551724137931,0.889010442248688,0.852459016393443,10,0.0201905968585779,1,0
Datasets\Ionosphere.csv,0.0898876404494382,0.415135094743129,0.881853070175439,0.925213675213675,0.961538461538462,0.903013153373915,0.862068965517241,11,0.0109042619275727,0,0
Datasets\Ionosphere.csv,0.0786516853932584,0.37220822155399,0.897478070175439,0.933094384707288,0.962962962962963,0.914939745154511,0.88135593220339,12,0.0106177244295934,1,0
Datasets\Ionosphere.csv,0.134831460674157,1.35490054316696,0.833059210526316,0.870879120879121,0.884615384615385,0.851549448159914,0.793103448275862,13,0.0130898531351131,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.308399741991781,0.873081140350877,0.906511350059737,0.925925925925926,0.889482246655864,0.847457627118644,14,0.0159076399560099,1,0
Datasets\Ionosphere.csv,0.112359550561798,0.553133108050864,0.864309210526316,0.889051522248244,0.892857142857143,0.876505792502425,0.833333333333333,15,0.0102455092213958,1,0
Datasets\Ionosphere.csv,0.0898876404494382,0.446853936736392,0.875,0.938461538461538,1,0.905620360551432,0.857142857142857,16,0.0113800139718046,0,0
Datasets\Ionosphere.csv,0.157303370786517,0.42758993216505,0.794956140350877,0.864993215739484,0.909090909090909,0.828497165520177,0.740740740740741,17,0.00988194410556449,0,0
Datasets\Ionosphere.csv,0.0786516853932584,0.24919233950558,0.904331140350877,0.923850574712644,0.931034482758621,0.913986653361392,0.885245901639344,18,0.00910611826511299,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.558803904990429,0.888706140350877,0.915105386416862,0.928571428571429,0.901712583502682,0.866666666666667,19,0.00653469489249526,1,0
Datasets\Ionosphere.csv,0.134831460674157,0.423506124203727,0.826206140350877,0.881410256410256,0.916666666666667,0.852915874309517,0.785714285714286,20,0.00741147001391805,1,0
Datasets\Ionosphere.csv,0.101123595505618,0.14224563217012,0.886787280701754,0.89238042269188,0.870967741935484,0.889575060159836,0.857142857142857,2,0.035062647521284,0,0
Datasets\Ionosphere.csv,0.0674157303370786,0.110438111753066,0.913103070175439,0.94115925058548,0.964285714285714,0.9269189063616,0.9,3,0.0228123363665718,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.285145600235937,0.895559210526316,0.907627118644068,0.9,0.901552782067872,0.870967741935484,4,0.03311679844548,0,0
Datasets\Ionosphere.csv,0.123595505617978,0.348401218576056,0.855537280701754,0.872701149425287,0.862068965517241,0.864033984234133,0.819672131147541,5,0.023245770651326,0,0
Datasets\Ionosphere.csv,0.0449438202247191,0.213645815308357,0.951206140350877,0.951206140350877,0.9375,0.951206140350877,0.9375,6,0.0279762547331929,0,0
Datasets\Ionosphere.csv,0.0561797752808989,0.176553442448142,0.935581140350877,0.941879866518354,0.935483870967742,0.938719937582332,0.920634920634921,7,0.0230950825369968,0,0
Datasets\Ionosphere.csv,0.0561797752808989,0.262383884332704,0.942434210526316,0.936688311688312,0.909090909090909,0.939552476327964,0.923076923076923,8,0.0299705109865106,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.830387600365367,0.888706140350877,0.915105386416862,0.928571428571429,0.901712583502682,0.866666666666667,9,0.0212648818500924,0,0
Datasets\Ionosphere.csv,0.112359550561798,0.662662405822088,0.884868421052632,0.875401069518717,0.823529411764706,0.880109285904157,0.848484848484849,10,0.0151693311124452,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.462615597675433,0.893640350877193,0.888528138528139,0.848484848484849,0.891076912423126,0.861538461538461,11,0.0111085596329592,0,0
Datasets\Ionosphere.csv,0.168539325842697,4.61667802577917,0.806743421052632,0.821551724137931,0.793103448275862,0.814080236571799,0.754098360655738,12,0.016649986957728,0,0
Datasets\Ionosphere.csv,0.0561797752808989,0.37700020036743,0.949287280701754,0.933597883597884,0.885714285714286,0.94137721513059,0.925373134328358,13,0.0252356199295092,0,0
Datasets\Ionosphere.csv,0.123595505617978,1.56650463642823,0.848684210526316,0.879928315412186,0.888888888888889,0.864023899491181,0.813559322033898,14,0.0117662179883949,0,0
Datasets\Ionosphere.csv,0.0561797752808989,0.392427676462518,0.928728070175439,0.949425287356322,0.96551724137931,0.938962637280047,0.918032786885246,15,0.0187146252706854,0,0
Datasets\Ionosphere.csv,0.157303370786517,0.439050509014828,0.801809210526316,0.852884615384615,0.875,0.82655864114935,0.75,16,0.0165320130130081,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.263843026709315,0.881853070175439,0.925213675213675,0.961538461538462,0.903013153373915,0.862068965517241,17,0.0252565133630976,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.50087756483832,0.873081140350877,0.906511350059737,0.925925925925926,0.889482246655864,0.847457627118644,18,0.0170429752037056,0,0
Datasets\Ionosphere.csv,0.0674157303370786,0.717336228143357,0.90625,0.952380952380952,1,0.928742994395516,0.896551724137931,19,0.0193399069258882,0,0
Datasets\Ionosphere.csv,0.0224719101123595,0.374173661365896,0.975603070175439,0.975603070175439,0.96875,0.975603070175439,0.96875,20,0.0186083945349511,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.172333341133406,0.879934210526316,0.898275862068965,0.896551724137931,0.889010442248688,0.852459016393443,2,0.031715792045443,0,0
Datasets\Ionosphere.csv,0.0674157303370786,0.180614771291165,0.919956140350877,0.932768361581921,0.933333333333333,0.926317950528665,0.903225806451613,3,0.015050304839526,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.258314309094685,0.873081140350877,0.906511350059737,0.925925925925926,0.889482246655864,0.847457627118644,4,0.0264843768259981,0,0
Datasets\Ionosphere.csv,0.123595505617978,0.248172471148336,0.848684210526316,0.879928315412186,0.888888888888889,0.864023899491181,0.813559322033898,5,0.0277494900446099,0,0
Datasets\Ionosphere.csv,0.146067415730337,0.31349474306881,0.810581140350877,0.873188405797101,0.91304347826087,0.840720816374683,0.763636363636363,6,0.0211643670863242,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.29461696394961,0.879934210526316,0.898275862068965,0.896551724137931,0.889010442248688,0.852459016393443,7,0.0167951191920023,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.308615858235382,0.881853070175439,0.925213675213675,0.961538461538462,0.903013153373915,0.862068965517241,8,0.0198919991393006,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.300199749540506,0.888706140350877,0.915105386416862,0.928571428571429,0.901712583502682,0.866666666666667,9,0.0145529652218272,0,0
Datasets\Ionosphere.csv,0.123595505617978,0.27127955790183,0.834978070175439,0.902503293807642,0.956521739130435,0.867428536744662,0.8,10,0.0119505910837132,0,0
Datasets\Ionosphere.csv,0.0898876404494382,0.408498512398913,0.888706140350877,0.915105386416862,0.928571428571429,0.901712583502682,0.866666666666667,11,0.0139903592661721,0,0
Datasets\Ionosphere.csv,0.157303370786517,0.539091049009401,0.794956140350877,0.864993215739484,0.909090909090909,0.828497165520177,0.740740740740741,12,0.0108009692228121,0,0
Datasets\Ionosphere.csv,0.101123595505618,0.238558637090751,0.873081140350877,0.906511350059737,0.925925925925926,0.889482246655864,0.847457627118644,13,0.016221820824483,0,0
Datasets\Ionosphere.csv,0.112359550561798,0.342263278216276,0.857456140350877,0.898046398046398,0.923076923076923,0.877282010686117,0.827586206896552,14,0.0157902089518418,0,0
Datasets\Ionosphere.csv,0.123595505617978,0.349550062437127,0.834978070175439,0.902503293807642,0.956521739130435,0.867428536744662,0.8,15,0.0151040095749387,0,0
