header
00:00:14.8662296
00:00:23.0837313
00:00:31.5044193
00:00:40.8168487
00:00:51.1811030
00:01:01.8147312
00:01:12.3001235
00:01:23.7180534
00:01:34.9900610
00:01:45.6758469
00:01:56.9026914
00:02:07.7084989
00:02:18.9906787
00:02:29.9903320
00:02:43.2271841
00:02:55.8366392
00:03:07.8086113
00:03:22.4755722
00:03:35.6354576
