Datasets\ionosphere.txt,0.042253521,0.010161221,8,4.2253521,,best,mean,worst,kavg,kappa
Datasets\ionosphere.txt,0.056338028,0.022163877,6,5.6338028,,1.408,6.15 \pm 2.558,11.268,6.667 \pm 1.193,0.86565267
Datasets\ionosphere.txt,0.070422535,0.017952228,9,7.0422535,,,,,,
Datasets\ionosphere.txt,0.042253521,0.020993239,7,4.2253521,,,,,,
Datasets\ionosphere.txt,0.070422535,0.020859571,7,7.0422535,,,,,,
Datasets\ionosphere.txt,0.098591549,0.024925277,7,9.8591549,,,,,,
Datasets\ionosphere.txt,0.028169014,0.021115328,6,2.8169014,,,,,,
Datasets\ionosphere.txt,0.014084507,0.020464086,8,1.4084507,,,,,,
Datasets\ionosphere.txt,0.042253521,0.02212616,6,4.2253521,,,,,,
Datasets\ionosphere.txt,0.014084507,0.019632179,7,1.4084507,,,,,,
Datasets\ionosphere.txt,0.084507042,0.016684625,7,8.4507042,,,,,,
Datasets\ionosphere.txt,0.098591549,0.021442813,6,9.8591549,,,,,,
Datasets\ionosphere.txt,0.042253521,0.017764815,7,4.2253521,,,,,,
Datasets\ionosphere.txt,0.028169014,0.021590721,6,2.8169014,,,,,,
Datasets\ionosphere.txt,0.084507042,0.028466786,6,8.4507042,,,,,,
Datasets\ionosphere.txt,0.028169014,0.023689471,8,2.8169014,,,,,,
Datasets\ionosphere.txt,0.056338028,0.024872427,5,5.6338028,,,,,,
Datasets\ionosphere.txt,0.112676056,0.018729212,8,11.2676056,,,,,,
Datasets\ionosphere.txt,0.084507042,0.027406113,6,8.4507042,,,,,,
Datasets\ionosphere.txt,0.070422535,0.020430907,6,7.0422535,,,,,,
Datasets\ionosphere.txt,0.070422535,0.01423447,9,7.0422535,,,,,,
Datasets\ionosphere.txt,0.042253521,0.02792163,6,4.2253521,,,,,,
Datasets\ionosphere.txt,0.070422535,0.031365622,5,7.0422535,,,,,,
Datasets\ionosphere.txt,0.042253521,0.020058345,8,4.2253521,,,,,,
Datasets\ionosphere.txt,0.084507042,0.022421681,8,8.4507042,,,,,,
Datasets\ionosphere.txt,0.084507042,0.02817186,4,8.4507042,,,,,,
Datasets\ionosphere.txt,0.084507042,0.018261157,5,8.4507042,,,,,,
Datasets\ionosphere.txt,0.056338028,0.017307301,7,5.6338028,,,,,,
Datasets\ionosphere.txt,0.056338028,0.02585971,6,5.6338028,,,,,,
Datasets\ionosphere.txt,0.084507042,0.015818017,6,8.4507042,,,,,,
,,,,0.86565267,,,,,,
Datasets\parkinsons.txt,0.075,0.023198105,6,7.5,,best,mean,worst,kavg,kappa
Datasets\parkinsons.txt,0.125,0.043398439,5,12.5,,2.5,10.083 \pm 4.495,17.5,5.433 \pm 1.257,0.705953827
Datasets\parkinsons.txt,0.075,0.043243062,5,7.5,,,,,,
Datasets\parkinsons.txt,0.075,0.038638985,5,7.5,,,,,,
Datasets\parkinsons.txt,0.025,0.029488759,8,2.5,,,,,,
Datasets\parkinsons.txt,0.1,0.042708629,5,10,,,,,,
Datasets\parkinsons.txt,0.075,0.036271335,5,7.5,,,,,,
Datasets\parkinsons.txt,0.15,0.059274137,3,15,,,,,,
Datasets\parkinsons.txt,0.05,0.033550591,5,5,,,,,,
Datasets\parkinsons.txt,0.075,0.018894506,5,7.5,,,,,,
Datasets\parkinsons.txt,0.05,0.025896178,7,5,,,,,,
Datasets\parkinsons.txt,0.1,0.037054436,3,10,,,,,,
Datasets\parkinsons.txt,0.175,0.019732848,5,17.5,,,,,,
Datasets\parkinsons.txt,0.075,0.032189112,5,7.5,,,,,,
Datasets\parkinsons.txt,0.025,0.017816381,7,2.5,,,,,,
Datasets\parkinsons.txt,0.15,0.044643341,6,15,,,,,,
Datasets\parkinsons.txt,0.15,0.017890059,5,15,,,,,,
Datasets\parkinsons.txt,0.125,0.019847646,6,12.5,,,,,,
Datasets\parkinsons.txt,0.15,0.038856317,5,15,,,,,,
Datasets\parkinsons.txt,0.1,0.018977678,6,10,,,,,,
Datasets\parkinsons.txt,0.05,0.024273618,6,5,,,,,,
Datasets\parkinsons.txt,0.125,0.036148148,6,12.5,,,,,,
Datasets\parkinsons.txt,0.175,0.064450347,4,17.5,,,,,,
Datasets\parkinsons.txt,0.05,0.042526362,5,5,,,,,,
Datasets\parkinsons.txt,0.125,0.034423985,8,12.5,,,,,,
Datasets\parkinsons.txt,0.175,0.040077553,5,17.5,,,,,,
Datasets\parkinsons.txt,0.05,0.021304372,7,5,,,,,,
Datasets\parkinsons.txt,0.075,0.028633521,5,7.5,,,,,,
Datasets\parkinsons.txt,0.15,0.057161531,3,15,,,,,,
Datasets\parkinsons.txt,0.125,0.022854691,7,12.5,,,,,,
,,,,0.705953827,,,,,,
Datasets\iris.txt,0.033333333,0.007556809,5,3.3333333,,best,mean,worst,kavg,kappa
Datasets\iris.txt,0.066666667,0.002793283,3,6.6666667,,0,2.778 \pm 2.992,10,4 \pm 1,0.958333333
Datasets\iris.txt,0,0.01085654,3,0,,,,,,
Datasets\iris.txt,0.033333333,0.003916103,4,3.3333333,,,,,,
Datasets\iris.txt,0.033333333,0.006130171,4,3.3333333,,,,,,
Datasets\iris.txt,0.033333333,0.009924575,6,3.3333333,,,,,,
Datasets\iris.txt,0.066666667,0.003837801,3,6.6666667,,,,,,
Datasets\iris.txt,0,0.012930191,4,0,,,,,,
Datasets\iris.txt,0.1,0.006976454,4,10,,,,,,
Datasets\iris.txt,0,0.011500049,4,0,,,,,,
